Name,Position,Appearances,Clean sheets,Goals conceded,Tackles,Tackle success %,Last man tackles,Blocked shots,Interceptions,Clearances,Headed Clearance,Clearances off line,Recoveries,Duels won,Duels lost,Successful 50/50s,Aerial battles won,Aerial battles lost,Own goals,Errors leading to goal,Assists,Passes,Passes per match,Big chances created,Crosses,Cross accuracy %,Through balls,Accurate long balls,Yellow cards,Red cards,Fouls,Offsides,Goals,Headed goals,Goals with right foot,Goals with left foot,Hit woodwork,Goals per match,Penalties scored,Freekicks scored,Shots,Shots on target,Shooting accuracy %,Big chances missed,Saves,Penalties saved,Punches,High Claims,Catches,Sweeper clearances,Throw outs,Goal Kicks,Season
Matt Smith,Midfielder,0,,,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2022-23
Emile Smith Rowe,Midfielder,12,,,1.0,100.0,,2.0,0.0,1.0,1.0,,8.0,4.0,12.0,2.0,0.0,2.0,,0.0,2,80,6.67,2.0,5.0,20.0,0.0,3.0,0,0,1,1.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,1.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2022-23
Alex Smithies,Goalkeeper,0,0.0,0.0,,,,,,,,,,,,,,,0.0,0.0,0,0,0.0,0.0,,,,0.0,0,0,0,,0,,,,0.0,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2022-23
Joe Snowdon,Midfielder,0,,,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2022-23
Dominic Solanke,Forward,33,,,15.0,,,23.0,6.0,43.0,34.0,,,,,,,,,,7,514,15.58,6.0,13.0,,,,2,0,40,11.0,6,0.0,4.0,2.0,1.0,0.18,0.0,0.0,76.0,29.0,38.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2022-23
Manor Solomon,Forward,19,,,21.0,,,2.0,5.0,2.0,0.0,,,,,,,,,,0,199,10.47,0.0,4.0,,,,0,0,5,2.0,4,1.0,2.0,1.0,0.0,0.21,0.0,0.0,11.0,7.0,64.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2022-23
Son Heung-Min,Forward,36,,,24.0,,,25.0,13.0,4.0,2.0,,,,,,,,,,6,785,21.81,8.0,113.0,,,,2,0,13,18.0,10,0.0,6.0,4.0,5.0,0.28,0.0,0.0,81.0,40.0,49.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2022-23
Andreas Söndergaard,Goalkeeper,0,0.0,0.0,,,,,,,,,,,,,,,0.0,0.0,0,0,0.0,0.0,,,,0.0,0,0,0,,0,,,,0.0,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2022-23
Jude Soonsup-Bell,Forward,0,,,0.0,,,0.0,0.0,0.0,0.0,,,,,,,,,,0,0,0.0,0.0,0.0,,,,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2022-23
Tomás Soucek,Midfielder,36,,,77.0,48.0,,7.0,53.0,68.0,42.0,,143.0,209.0,197.0,2.0,114.0,92.0,,1.0,3,974,27.06,3.0,20.0,35.0,0.0,40.0,3,0,50,2.0,2,0.0,1.0,1.0,1.0,0.06,0.0,0.0,34.0,13.0,38.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2022-23
Boubakary Soumaré,Midfielder,26,,,57.0,60.0,,0.0,33.0,26.0,13.0,,119.0,109.0,94.0,12.0,18.0,14.0,,0.0,0,900,34.62,0.0,2.0,50.0,2.0,32.0,9,0,31,1.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2022-23
Lino Sousa,Defender,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2022-23
Harry Souttar,Defender,12,1.0,19.0,15.0,60.0,0.0,2.0,12.0,45.0,35.0,0.0,45.0,61.0,22.0,3.0,38.0,6.0,1.0,0.0,1,548,45.67,0.0,0.0,0.0,1.0,21.0,2,0,5,1.0,0,0.0,0.0,0.0,2.0,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2022-23
Kamal Sowah,Midfielder,0,,,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2022-23
Çaglar Söyüncü,Defender,7,0.0,13.0,14.0,64.0,0.0,1.0,7.0,29.0,19.0,0.0,42.0,43.0,26.0,1.0,24.0,16.0,0.0,0.0,0,306,43.71,0.0,0.0,0.0,0.0,18.0,2,0,7,0.0,1,0.0,1.0,0.0,0.0,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2022-23
Djed Spence,Defender,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,0.0,1.0,0.0,0.0,0.0,0,9,2.25,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2022-23
Jack Spong,Midfielder,0,,,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2022-23
Jack Stacey,Defender,10,0.0,10.0,5.0,80.0,0.0,0.0,5.0,12.0,9.0,0.0,15.0,13.0,19.0,3.0,5.0,3.0,0.0,0.0,0,96,9.6,0.0,10.0,10.0,0.0,2.0,2,0,4,1.0,0,0.0,0.0,0.0,0.0,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2022-23
Junior Stanislas,Midfielder,4,,,0.0,0.0,,0.0,0.0,0.0,0.0,,1.0,0.0,2.0,0.0,0.0,1.0,,0.0,0,27,6.75,0.0,1.0,0.0,0.0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2022-23
Jay Stansfield,Forward,3,,,0.0,,,2.0,1.0,1.0,0.0,,,,,,,,,,0,20,6.67,0.0,3.0,,,,0,0,1,0.0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2022-23
Jason Steele,Goalkeeper,15,6.0,23.0,,,,,,,,,,,,,,,1.0,0.0,1,490,32.67,0.0,,,,59.0,1,0,1,,0,,,,0.0,,,,,,,,37.0,1.0,3.0,10.0,0.0,6.0,48.0,55.0,2022-23
Jed Steer,Goalkeeper,0,0.0,0.0,,,,,,,,,,,,,,,0.0,0.0,0,0,0.0,0.0,,,,0.0,0,0,0,,0,,,,0.0,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2022-23
Zack Steffen,Goalkeeper,0,0.0,0.0,,,,,,,,,,,,,,,0.0,0.0,0,0,0.0,0.0,,,,0.0,0,0,0,,0,,,,0.0,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2022-23
Jack Stephens,Defender,17,4.0,24.0,17.0,76.0,1.0,0.0,17.0,55.0,28.0,0.0,66.0,39.0,34.0,3.0,17.0,19.0,0.0,0.0,0,566,33.29,0.0,2.0,100.0,2.0,35.0,3,0,9,0.0,0,0.0,0.0,0.0,0.0,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2022-23
Raheem Sterling,Forward,28,,,18.0,,,13.0,2.0,3.0,1.0,,,,,,,,,,3,630,22.5,7.0,46.0,,,,4,0,21,11.0,6,0.0,6.0,0.0,3.0,0.21,0.0,0.0,42.0,18.0,43.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2022-23
Finley Stevens,Defender,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2022-23
Layton Stewart,Forward,0,,,0.0,,,0.0,0.0,0.0,0.0,,,,,,,,,,0,0,0.0,0.0,0.0,,,,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2022-23
Jakub Stolarczyk,Goalkeeper,0,0.0,0.0,,,,,,,,,,,,,,,0.0,0.0,0,0,0.0,0.0,,,,0.0,0,0,0,,0,,,,0.0,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2022-23
John Stones,Defender,23,5.0,17.0,23.0,57.0,1.0,2.0,9.0,38.0,30.0,0.0,90.0,70.0,34.0,6.0,33.0,16.0,1.0,0.0,2,1511,65.7,2.0,6.0,0.0,1.0,64.0,2,0,10,1.0,2,1.0,0.0,1.0,1.0,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2022-23
James Storer,Goalkeeper,0,0.0,0.0,,,,,,,,,,,,,,,0.0,0.0,0,0,0.0,0.0,,,,0.0,0,0,0,,0,,,,0.0,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2022-23
Thomas Strakosha,Goalkeeper,0,0.0,0.0,,,,,,,,,,,,,,,0.0,0.0,0,0,0.0,0.0,,,,0.0,0,0,0,,0,,,,0.0,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2022-23
Robert Street,Forward,0,,,0.0,,,0.0,0.0,0.0,0.0,,,,,,,,,,0,0,0.0,0.0,0.0,,,,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2022-23
Pascal Struijk,Defender,29,4.0,52.0,84.0,68.0,0.0,6.0,32.0,64.0,33.0,1.0,139.0,165.0,117.0,9.0,60.0,43.0,0.0,1.0,1,1072,36.97,2.0,21.0,24.0,0.0,25.0,5,0,29,0.0,2,1.0,0.0,1.0,0.0,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2022-23
Thanawat Suengchitthawon,Midfielder,0,,,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2022-23
Kamaldeen Sulemana,Midfielder,18,,,15.0,60.0,,5.0,6.0,4.0,2.0,,39.0,68.0,81.0,36.0,5.0,14.0,,0.0,1,244,13.56,2.0,18.0,11.0,1.0,10.0,1,0,9,2.0,2,0.0,2.0,0.0,0.0,0.11,0.0,0.0,24.0,7.0,29.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2022-23
Crysencio Summerville,Forward,28,,,30.0,67.0,,11.0,13.0,8.0,2.0,,90.0,100.0,108.0,24.0,5.0,17.0,,0.0,2,393,14.04,2.0,14.0,14.0,1.0,7.0,4,0,22,8.0,4,0.0,3.0,1.0,0.0,0.14,0.0,0.0,29.0,9.0,31.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2022-23
Sam Surridge,Forward,20,,,5.0,,,1.0,0.0,7.0,7.0,,,,,,,,,,0,77,3.85,0.0,3.0,,,,2,0,12,2.0,1,0.0,1.0,0.0,0.0,0.05,0.0,0.0,9.0,2.0,22.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2022-23
Will Swan,Forward,0,,,0.0,,,0.0,0.0,0.0,0.0,,,,,,,,,,0,0,0.0,0.0,0.0,,,,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2022-23
Zak Swanson,Defender,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2022-23
Sil Swinkels,Defender,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2022-23
Japhet Tanganga,Defender,4,0.0,5.0,3.0,67.0,0.0,0.0,2.0,6.0,5.0,0.0,8.0,13.0,11.0,1.0,6.0,3.0,0.0,0.0,0,91,22.75,0.0,1.0,100.0,0.0,3.0,0,0,3,0.0,0,0.0,0.0,0.0,0.0,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2022-23
Matt Targett,Defender,17,1.0,6.0,13.0,77.0,0.0,1.0,9.0,13.0,8.0,1.0,46.0,29.0,38.0,2.0,11.0,7.0,0.0,0.0,0,328,19.29,1.0,34.0,21.0,0.0,9.0,1,0,10,0.0,0,0.0,0.0,0.0,0.0,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2022-23
James Tarkowski,Defender,38,9.0,57.0,51.0,51.0,1.0,9.0,51.0,196.0,119.0,2.0,173.0,203.0,111.0,9.0,120.0,49.0,0.0,0.0,1,1620,42.63,6.0,0.0,0.0,3.0,122.0,6,0,40,2.0,1,1.0,0.0,0.0,2.0,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2022-23
Percy Tau,Forward,0,,,0.0,,,0.0,0.0,0.0,0.0,,,,,,,,,,0,0,0.0,0.0,0.0,,,,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2022-23
Marcus Tavernier,Midfielder,23,,,33.0,67.0,,10.0,9.0,17.0,13.0,,124.0,124.0,159.0,46.0,17.0,32.0,,0.0,4,596,25.91,4.0,93.0,23.0,5.0,19.0,1,0,21,4.0,5,0.0,1.0,4.0,0.0,0.22,0.0,0.0,37.0,15.0,41.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2022-23
Dale Taylor,Forward,0,,,0.0,,,0.0,0.0,0.0,0.0,,,,,,,,,,0,0,0.0,0.0,0.0,,,,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2022-23
Slobodan Tedic,Forward,0,,,0.0,,,0.0,0.0,0.0,0.0,,,,,,,,,,0,0,0.0,0.0,0.0,,,,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2022-23
Nathan Tella,Midfielder,0,,,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2022-23
Kenny Tete,Defender,31,5.0,36.0,83.0,55.0,0.0,3.0,52.0,73.0,43.0,0.0,141.0,191.0,117.0,21.0,33.0,29.0,0.0,0.0,5,1114,35.94,3.0,99.0,23.0,1.0,47.0,8,0,42,0.0,1,1.0,0.0,0.0,0.0,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2022-23
Thiago Silva,Defender,27,6.0,32.0,41.0,66.0,0.0,5.0,34.0,109.0,64.0,4.0,148.0,118.0,43.0,3.0,62.0,23.0,0.0,1.0,2,2031,75.22,1.0,2.0,0.0,1.0,116.0,2,0,10,0.0,0,0.0,0.0,0.0,1.0,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2022-23
Luke Thomas,Defender,17,2.0,20.0,23.0,83.0,0.0,1.0,27.0,28.0,13.0,0.0,69.0,47.0,55.0,6.0,11.0,14.0,1.0,0.0,0,527,31.0,2.0,9.0,33.0,3.0,17.0,3,0,12,0.0,0,0.0,0.0,0.0,0.0,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2022-23
Dominic Thompson,Defender,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2022-23
Youri Tielemans,Midfielder,31,,,66.0,59.0,,14.0,28.0,24.0,19.0,,195.0,143.0,103.0,26.0,26.0,12.0,,1.0,2,1556,50.19,10.0,45.0,27.0,12.0,66.0,4,0,33,1.0,3,0.0,3.0,0.0,3.0,0.1,1.0,0.0,31.0,10.0,32.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2022-23
Kieran Tierney,Defender,27,1.0,10.0,20.0,55.0,0.0,1.0,11.0,20.0,9.0,0.0,43.0,38.0,30.0,3.0,6.0,18.0,0.0,0.0,1,402,14.89,0.0,24.0,13.0,1.0,17.0,0,0,5,1.0,0,0.0,0.0,0.0,0.0,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2022-23
Tobias Figueiredo,Defender,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2022-23
Harry Toffolo,Defender,19,1.0,17.0,17.0,47.0,1.0,1.0,10.0,30.0,12.0,0.0,54.0,38.0,38.0,3.0,13.0,14.0,0.0,0.0,0,291,15.32,0.0,29.0,21.0,0.0,6.0,2,0,10,0.0,0,0.0,0.0,0.0,0.0,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2022-23
Takehiro Tomiyasu,Defender,21,1.0,11.0,27.0,67.0,0.0,2.0,14.0,14.0,7.0,0.0,42.0,48.0,37.0,1.0,17.0,20.0,0.0,1.0,1,412,19.62,1.0,12.0,33.0,2.0,14.0,2,0,6,0.0,0,0.0,0.0,0.0,0.0,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2022-23
James Tomkins,Defender,6,0.0,8.0,4.0,50.0,0.0,1.0,5.0,19.0,7.0,0.0,21.0,12.0,12.0,1.0,6.0,6.0,0.0,0.0,0,171,28.5,0.0,0.0,0.0,0.0,8.0,1,1,3,1.0,1,1.0,0.0,0.0,0.0,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2022-23
Ivan Toney,Forward,33,,,23.0,,,16.0,14.0,35.0,27.0,,,,,,,,,,4,736,22.3,12.0,34.0,,,,9,0,52,27.0,20,2.0,15.0,3.0,4.0,0.61,6.0,2.0,94.0,42.0,45.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2022-23
Lucas Torreira,Midfielder,0,,,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2022-23
Ferran Torres,Forward,0,,,0.0,,,0.0,0.0,0.0,0.0,,,,,,,,,,0,0,0.0,0.0,0.0,,,,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2022-23
Cenk Tosun,Forward,0,,,0.0,,,0.0,0.0,0.0,0.0,,,,,,,,,,0,0,0.0,0.0,0.0,,,,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2022-23
Toti Gomes,Defender,17,4.0,14.0,15.0,60.0,0.0,0.0,11.0,44.0,22.0,2.0,61.0,46.0,45.0,9.0,17.0,16.0,0.0,0.0,0,497,29.24,0.0,9.0,44.0,0.0,19.0,6,0,16,1.0,1,1.0,0.0,0.0,0.0,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2022-23
Andros Townsend,Midfielder,0,,,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2022-23
Bertrand Traoré,Forward,8,,,1.0,,,5.0,2.0,0.0,0.0,,,,,,,,,,0,68,8.5,0.0,5.0,,,,1,0,2,3.0,2,0.0,0.0,2.0,0.0,0.25,0.0,0.0,9.0,3.0,33.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2022-23
Mark Travers,Goalkeeper,12,2.0,32.0,,,,,,,,,,,,,,,0.0,0.0,0,313,26.08,0.0,,,,81.0,0,0,0,,0,,,,0.0,,,,,,,,36.0,0.0,5.0,5.0,0.0,1.0,54.0,118.0,2022-23
Ryan Trevitt,Midfielder,0,,,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2022-23
Trézéguet,Midfielder,0,,,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2022-23
Trincão,Forward,0,,,0.0,,,0.0,0.0,0.0,0.0,,,,,,,,,,0,0,0.0,0.0,0.0,,,,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2022-23
Kieran Trippier,Defender,38,14.0,31.0,71.0,69.0,0.0,8.0,43.0,75.0,45.0,3.0,264.0,168.0,146.0,19.0,49.0,35.0,1.0,1.0,7,2064,54.32,24.0,393.0,34.0,16.0,148.0,5,0,48,7.0,1,0.0,1.0,0.0,1.0,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2022-23
Leandro Trossard,Forward,36,,,22.0,,,17.0,12.0,2.0,0.0,,,,,,,,,,12,861,23.92,9.0,90.0,,,,1,0,19,8.0,8,0.0,2.0,6.0,3.0,0.22,0.0,0.0,55.0,23.0,42.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2022-23
Nathan Trott,Goalkeeper,0,0.0,0.0,,,,,,,,,,,,,,,0.0,0.0,0,0,0.0,0.0,,,,0.0,0,0,0,,0,,,,0.0,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2022-23
Auston Trusty,Defender,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2022-23
Kostas Tsimikas,Defender,20,1.0,11.0,14.0,64.0,0.0,4.0,12.0,14.0,6.0,0.0,50.0,34.0,41.0,4.0,7.0,7.0,0.0,0.0,4,444,22.2,1.0,85.0,24.0,1.0,17.0,3,0,13,0.0,0,0.0,0.0,0.0,0.0,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2022-23
Antef Tsoungui,Defender,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2022-23
Axel Tuanzebe,Defender,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2022-23
Matt Turner,Goalkeeper,0,0.0,0.0,,,,,,,,,,,,,,,0.0,0.0,0,0,0.0,0.0,,,,0.0,0,0,0,,0,,,,0.0,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2022-23
Ed Turns,Defender,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2022-23
