Name,Position,Appearances,Clean sheets,Goals conceded,Tackles,Tackle success %,Last man tackles,Blocked shots,Interceptions,Clearances,Headed Clearance,Clearances off line,Recoveries,Duels won,Duels lost,Successful 50/50s,Aerial battles won,Aerial battles lost,Own goals,Errors leading to goal,Assists,Passes,Passes per match,Big chances created,Crosses,Cross accuracy %,Through balls,Accurate long balls,Yellow cards,Red cards,Fouls,Offsides,Goals,Headed goals,Goals with right foot,Goals with left foot,Hit woodwork,Goals per match,Penalties scored,Freekicks scored,Shots,Shots on target,Shooting accuracy %,Big chances missed,Saves,Penalties saved,Punches,High Claims,Catches,Sweeper clearances,Throw outs,Goal Kicks,Season
Conor Masterson ,Defender,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2017-18
Arthur Masuaku ,Defender,27,4.0,29.0,58.0,64.0,0.0,3.0,26.0,33.0,11.0,0.0,143.0,194.0,165.0,83.0,23.0,20.0,0.0,0.0,3,683,25.3,3.0,100.0,14.0,1.0,28.0,5,0,30,2.0,0,0.0,0.0,0.0,0.0,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2017-18
Juan Mata ,Midfielder,28,,,18.0,72.0,,6.0,15.0,7.0,0.0,,109.0,58.0,67.0,17.0,3.0,8.0,,1.0,5,1215,43.39,6.0,111.0,27.0,4.0,54.0,1,0,12,18.0,3,0.0,0.0,3.0,2.0,0.11,0.0,1.0,28.0,10.0,36.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2017-18
Ales Mateju ,Defender,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2017-18
Nemanja Matic ,Midfielder,36,,,70.0,60.0,,5.0,64.0,56.0,27.0,,317.0,202.0,148.0,54.0,57.0,28.0,,1.0,1,2601,72.25,2.0,18.0,22.0,4.0,175.0,6,0,33,2.0,1,0.0,0.0,1.0,0.0,0.03,0.0,0.0,18.0,3.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2017-18
Joel Matip ,Defender,25,9.0,27.0,35.0,69.0,0.0,2.0,35.0,96.0,58.0,1.0,123.0,104.0,58.0,3.0,57.0,21.0,0.0,1.0,0,1655,66.2,1.0,0.0,0.0,1.0,91.0,3,0,19,1.0,1,0.0,1.0,0.0,1.0,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2017-18
Konstantinos Mavropanos ,Defender,3,1.0,3.0,1.0,100.0,0.0,0.0,6.0,11.0,9.0,0.0,14.0,8.0,9.0,1.0,4.0,7.0,0.0,0.0,0,103,34.33,0.0,0.0,0.0,0.0,6.0,0,1,2,0.0,0,0.0,0.0,0.0,0.0,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2017-18
Alfie Mawson ,Defender,38,9.0,56.0,32.0,69.0,0.0,3.0,35.0,222.0,126.0,1.0,220.0,186.0,117.0,23.0,122.0,74.0,0.0,1.0,1,1744,45.89,1.0,2.0,50.0,1.0,190.0,3,0,19,1.0,2,0.0,2.0,0.0,0.0,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2017-18
Chancel Mbemba ,Defender,9,1.0,11.0,16.0,75.0,0.0,0.0,15.0,41.0,26.0,0.0,34.0,47.0,34.0,8.0,19.0,17.0,0.0,0.0,0,213,23.67,1.0,7.0,57.0,1.0,9.0,0,0,5,0.0,0,0.0,0.0,0.0,0.0,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2017-18
James McArthur ,Midfielder,33,,,58.0,76.0,,9.0,36.0,37.0,12.0,,177.0,151.0,186.0,27.0,39.0,52.0,,0.0,1,1070,32.42,3.0,11.0,18.0,3.0,37.0,5,0,45,0.0,5,0.0,2.0,3.0,0.0,0.15,0.0,0.0,30.0,11.0,37.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2017-18
Gareth McAuley ,Defender,9,0.0,15.0,8.0,88.0,0.0,0.0,11.0,15.0,11.0,0.0,26.0,26.0,16.0,1.0,15.0,10.0,0.0,0.0,0,125,13.89,0.0,1.0,100.0,0.0,16.0,0,0,2,0.0,0,0.0,0.0,0.0,0.0,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2017-18
Oliver McBurnie ,Forward,11,,,4.0,,,1.0,0.0,3.0,3.0,,,,,,,,,,1,99,9.0,1.0,3.0,,,,0,0,4,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,3.0,60.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2017-18
James McCarthy ,Midfielder,4,,,9.0,100.0,,0.0,5.0,3.0,0.0,,20.0,18.0,12.0,3.0,4.0,4.0,,1.0,0,97,24.25,0.0,2.0,0.0,0.0,1.0,0,0,3,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2017-18
James McClean ,Midfielder,30,,,40.0,70.0,,9.0,19.0,15.0,6.0,,91.0,90.0,146.0,23.0,16.0,22.0,,0.0,0,359,11.97,0.0,88.0,22.0,0.0,5.0,7,0,35,5.0,1,0.0,0.0,1.0,0.0,0.03,0.0,0.0,30.0,6.0,20.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2017-18
Marcus McGuane ,Midfielder,0,,,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2017-18
Callum McManaman ,Midfielder,0,,,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2017-18
Dwight McNeil ,Midfielder,1,,,0.0,,,0.0,0.0,0.0,0.0,,,,,,,,,,0,1,1.0,0.0,0.0,,,,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2017-18
Sam McQueen ,Defender,7,,,4.0,100.0,,0.0,3.0,3.0,1.0,,10.0,6.0,5.0,2.0,0.0,1.0,,0.0,0,63,9.0,0.0,4.0,0.0,0.0,1.0,0,0,0,1.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2017-18
Scott McTominay ,Midfielder,13,,,11.0,82.0,,0.0,13.0,9.0,8.0,,44.0,43.0,38.0,5.0,12.0,10.0,,0.0,0,343,26.38,0.0,4.0,0.0,1.0,12.0,2,0,7,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2017-18
Ben Mee ,Defender,29,9.0,27.0,33.0,61.0,2.0,4.0,33.0,208.0,138.0,2.0,153.0,178.0,108.0,3.0,117.0,78.0,0.0,1.0,0,1071,36.93,0.0,3.0,0.0,0.0,113.0,5,0,14,3.0,0,0.0,0.0,0.0,0.0,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2017-18
Max Melbourne ,Defender,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2017-18
Nampalys Mendy ,Midfielder,0,,,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2017-18
Mikel Merino ,Midfielder,24,,,56.0,71.0,,7.0,34.0,23.0,13.0,,139.0,151.0,152.0,28.0,39.0,40.0,,0.0,1,812,33.83,1.0,3.0,0.0,6.0,41.0,4,0,30,0.0,1,1.0,0.0,0.0,1.0,0.04,0.0,0.0,16.0,6.0,38.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2017-18
Per Mertesacker ,Defender,6,0.0,7.0,2.0,100.0,0.0,0.0,6.0,21.0,15.0,0.0,32.0,28.0,10.0,0.0,23.0,7.0,0.0,1.0,0,247,41.17,0.0,0.0,0.0,0.0,7.0,0,0,2,0.0,1,1.0,0.0,0.0,0.0,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2017-18
Roque Mesa ,Midfielder,11,,,20.0,65.0,,2.0,13.0,6.0,3.0,,86.0,36.0,51.0,5.0,2.0,3.0,,0.0,0,486,44.18,0.0,1.0,100.0,0.0,27.0,3,0,14,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,1.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2017-18
Matt Miazga ,Defender,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2017-18
Simon Mignolet ,Goalkeeper,19,7.0,24.0,,,,,,,,,,,,,,,0.0,2.0,0,498,26.21,0.0,,,,82.0,3,0,2,,0,,,,0.0,,,,,,,,36.0,1.0,8.0,14.0,6.0,12.0,102.0,101.0,2017-18
Luka Milivojevic ,Midfielder,36,,,85.0,61.0,,11.0,71.0,74.0,27.0,,274.0,194.0,197.0,28.0,49.0,45.0,,2.0,1,1652,45.89,2.0,39.0,33.0,3.0,122.0,8,0,69,1.0,10,0.0,10.0,0.0,1.0,0.28,7.0,1.0,42.0,17.0,40.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2017-18
James Milner ,Midfielder,32,,,58.0,78.0,,8.0,21.0,22.0,8.0,,125.0,115.0,95.0,12.0,23.0,18.0,,0.0,3,1480,46.25,5.0,123.0,24.0,7.0,85.0,3,0,29,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,5.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2017-18
Tyrone Mings ,Defender,4,0.0,5.0,1.0,100.0,0.0,1.0,6.0,13.0,1.0,0.0,14.0,5.0,5.0,1.0,2.0,2.0,0.0,0.0,0,113,28.25,0.0,1.0,100.0,0.0,9.0,1,0,2,0.0,0,0.0,0.0,0.0,0.0,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2017-18
Kevin Mirallas ,Midfielder,5,,,4.0,,,0.0,0.0,3.0,1.0,,,,,,,,,,0,54,10.8,0.0,4.0,,,,1,0,1,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,2.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2017-18
Demetri Mitchell ,Defender,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2017-18
Aleksandar Mitrovic ,Forward,6,,,1.0,,,1.0,0.0,2.0,2.0,,,,,,,,,,0,54,9.0,0.0,0.0,,,,0,0,3,1.0,1,0.0,0.0,1.0,0.0,0.17,0.0,0.0,4.0,2.0,50.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2017-18
MJ Williams ,Midfielder,0,,,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2017-18
Henrikh Mkhitaryan ,Midfielder,26,,,33.0,73.0,,8.0,15.0,5.0,4.0,,104.0,109.0,149.0,30.0,19.0,23.0,,0.0,9,980,37.69,11.0,84.0,20.0,15.0,22.0,2,0,23,4.0,3,0.0,2.0,1.0,0.0,0.12,0.0,0.0,36.0,16.0,44.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2017-18
Moha ,Midfielder,0,,,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2017-18
Mohamed Elneny ,Midfielder,13,,,12.0,50.0,,4.0,10.0,12.0,4.0,,79.0,27.0,29.0,3.0,6.0,13.0,,0.0,1,837,64.38,1.0,8.0,0.0,2.0,23.0,3,1,4,1.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,1.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2017-18
Mohamed Salah ,Forward,36,,,12.0,,,33.0,5.0,3.0,2.0,,,,,,,,,,10,946,26.28,12.0,86.0,,,,1,0,16,17.0,32,2.0,5.0,25.0,3.0,0.89,1.0,0.0,144.0,67.0,47.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2017-18
Jayson Molumby ,Midfielder,0,,,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2017-18
Jefferson Montero ,Midfielder,0,,,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2017-18
Elliott Moore ,Defender,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2017-18
Aaron Mooy ,Midfielder,36,,,102.0,59.0,,15.0,38.0,48.0,9.0,,266.0,166.0,160.0,16.0,33.0,39.0,,0.0,3,1902,52.83,5.0,185.0,20.0,4.0,102.0,5,0,26,2.0,4,0.0,2.0,2.0,1.0,0.11,1.0,0.0,29.0,7.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2017-18
Álvaro Morata ,Forward,31,,,13.0,,,16.0,6.0,20.0,13.0,,,,,,,,,,6,576,18.58,4.0,19.0,,,,7,0,41,29.0,11,7.0,3.0,1.0,1.0,0.35,0.0,0.0,79.0,34.0,43.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2017-18
Marlos Moreno ,Forward,0,,,0.0,,,0.0,0.0,0.0,0.0,,,,,,,,,,0,0,0.0,0.0,0.0,,,,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2017-18
Wes Morgan ,Defender,32,5.0,52.0,35.0,71.0,0.0,1.0,31.0,143.0,79.0,0.0,99.0,147.0,104.0,9.0,93.0,58.0,0.0,0.0,0,913,28.53,0.0,0.0,0.0,0.0,45.0,4,0,31,1.0,0,0.0,0.0,0.0,0.0,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2017-18
James Morrison ,Midfielder,4,,,2.0,50.0,,0.0,1.0,0.0,0.0,,11.0,5.0,7.0,2.0,0.0,2.0,,0.0,0,88,22.0,0.0,2.0,0.0,0.0,2.0,0,0,0,0.0,1,0.0,1.0,0.0,0.0,0.25,0.0,0.0,4.0,2.0,50.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2017-18
Victor Moses ,Midfielder,28,,,37.0,78.0,,9.0,15.0,31.0,20.0,,143.0,124.0,115.0,32.0,28.0,42.0,,0.0,3,833,29.75,3.0,90.0,21.0,2.0,25.0,3,0,23,9.0,3,0.0,1.0,2.0,0.0,0.11,0.0,0.0,35.0,11.0,31.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2017-18
Steve Mounie ,Forward,28,,,11.0,,,5.0,7.0,29.0,22.0,,,,,,,,,,1,523,18.68,2.0,9.0,,,,2,0,28,23.0,7,3.0,2.0,1.0,2.0,0.25,0.0,0.0,49.0,21.0,43.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2017-18
Lys Mousset ,Forward,23,,,9.0,,,6.0,3.0,8.0,4.0,,,,,,,,,,0,161,7.0,2.0,9.0,,,,1,0,11,0.0,2,1.0,1.0,0.0,0.0,0.09,0.0,0.0,22.0,5.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2017-18
Joy Mukena ,Defender,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2017-18
Erwin Mulder ,Goalkeeper,0,0.0,0.0,,,,,,,,,,,,,,,0.0,0.0,0,0,0.0,0.0,,,,0.0,0,0,0,,0,,,,0.0,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2017-18
Marc Muniesa ,Defender,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2017-18
Arijanet Muric ,Goalkeeper,0,0.0,0.0,,,,,,,,,,,,,,,0.0,0.0,0,0,0.0,0.0,,,,0.0,0,0,0,,0,,,,0.0,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2017-18
Jamie Murphy ,Forward,4,,,2.0,100.0,,1.0,1.0,1.0,0.0,,6.0,8.0,8.0,1.0,0.0,2.0,,0.0,0,43,10.75,0.0,2.0,0.0,0.0,1.0,0,0,1,1.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2017-18
Glenn Murray ,Forward,35,,,18.0,,,7.0,5.0,27.0,19.0,,,,,,,,,,0,664,18.97,2.0,9.0,,,,9,0,60,35.0,12,3.0,7.0,2.0,0.0,0.34,4.0,0.0,53.0,25.0,47.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2017-18
Ahmed Musa ,Forward,0,,,0.0,,,0.0,0.0,0.0,0.0,,,,,,,,,,0,0,0.0,0.0,0.0,,,,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2017-18
Charly Musonda ,Midfielder,3,,,1.0,0.0,,1.0,0.0,0.0,0.0,,1.0,4.0,6.0,1.0,1.0,0.0,,0.0,1,18,6.0,1.0,0.0,0.0,2.0,1.0,0,0,3,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2017-18
Shkodran Mustafi ,Defender,27,9.0,30.0,64.0,72.0,1.0,3.0,57.0,171.0,112.0,0.0,158.0,198.0,129.0,1.0,122.0,74.0,0.0,2.0,1,1734,64.22,3.0,12.0,25.0,5.0,73.0,6,0,26,2.0,3,2.0,1.0,0.0,0.0,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2017-18
Jordon Mutch ,Midfielder,0,,,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2017-18
Boaz Myhill ,Goalkeeper,1,0.0,1.0,,,,,,,,,,,,,,,0.0,0.0,0,19,19.0,0.0,,,,8.0,1,0,1,,0,,,,0.0,,,,,,,,2.0,0.0,0.0,3.0,0.0,0.0,0.0,7.0,2017-18
Clinton N'Jie ,Forward,0,,,0.0,,,0.0,0.0,0.0,0.0,,,,,,,,,,0,0,0.0,0.0,0.0,,,,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2017-18
Nacho Monreal ,Defender,28,10.0,29.0,54.0,59.0,1.0,5.0,56.0,74.0,41.0,1.0,155.0,139.0,119.0,6.0,62.0,63.0,0.0,1.0,2,1719,61.39,4.0,31.0,19.0,0.0,45.0,3,0,19,2.0,5,1.0,1.0,3.0,1.0,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2017-18
Luciano Narsingh ,Forward,18,,,7.0,,,1.0,3.0,3.0,0.0,,,,,,,,,,0,194,10.78,2.0,23.0,,,,0,0,3,4.0,1,0.0,0.0,1.0,1.0,0.06,0.0,0.0,9.0,5.0,56.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2017-18
Samir Nasri ,Midfielder,0,,,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2017-18
Kyle Naughton ,Defender,34,8.0,50.0,92.0,65.0,1.0,7.0,60.0,102.0,47.0,0.0,198.0,208.0,187.0,24.0,69.0,68.0,1.0,0.0,2,1638,48.18,0.0,62.0,15.0,0.0,73.0,1,0,31,0.0,0,0.0,0.0,0.0,0.0,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2017-18
Mikael Ndjoli ,Forward,0,,,0.0,,,0.0,0.0,0.0,0.0,,,,,,,,,,0,0,0.0,0.0,0.0,,,,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2017-18
Didier Ndong ,Midfielder,0,,,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2017-18
Layton Ndukwu ,Forward,0,,,0.0,,,0.0,0.0,0.0,0.0,,,,,,,,,,0,0,0.0,0.0,0.0,,,,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2017-18
Reiss Nelson ,Forward,3,,,4.0,,,0.0,3.0,0.0,0.0,,,,,,,,,,0,79,26.33,0.0,1.0,,,,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2017-18
Vashon Neufville ,Defender,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2017-18
Julien Ngoy ,Forward,1,,,1.0,,,0.0,0.0,0.0,0.0,,,,,,,,,,0,5,5.0,0.0,0.0,,,,0,0,1,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2017-18
Oumar Niasse ,Forward,22,,,10.0,,,7.0,2.0,6.0,4.0,,,,,,,,,,2,250,11.36,3.0,7.0,,,,2,0,31,20.0,8,1.0,4.0,2.0,3.0,0.36,0.0,0.0,37.0,18.0,49.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2017-18
Eddie Nketiah ,Forward,3,,,1.0,,,0.0,0.0,0.0,0.0,,,,,,,,,,0,7,2.33,0.0,0.0,,,,0,0,1,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2017-18
Georges-Kévin Nkoudou ,Midfielder,9,,,7.0,86.0,,1.0,1.0,1.0,1.0,,21.0,20.0,32.0,6.0,0.0,1.0,,0.0,0,83,9.22,0.0,13.0,8.0,0.0,4.0,1,0,4,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2017-18
Lukas Nmecha ,Forward,2,,,0.0,,,0.0,0.0,0.0,0.0,,,,,,,,,,0,5,2.5,0.0,0.0,,,,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2017-18
